Campus,Department,Study Language,Study Method,Duration,Entry Requirements,English Level,Course Fees,Location,Career Opportunities,Course,URL
NSBM,Faculty of Science,English,Full Time,4 Years,"Chemistry “C” pass and two other subjects “S” passes in Biology or Agriculture streams in a single sitting, at one of the following examinations or equivalent foreign qualifications. Equivalent foreign qualification is defined as the minimum requirement for admission to the first year of a UGC recognized university in that country.

Eligible subjects in GCE A/L Biology streams – Biology, Chemistry, Physics
Eligible subjects in GCE A/L Agriculture streams – Biology, Chemistry, Agriculture

Additional requirements:
• G.C.E A/L General English – minimum “S” pass
• G.C.E A/L General Knowledge – minimum 30% marks

Acceptable examinations include:
• G.C.E Advanced Level (Sri Lanka)
• G.C.E Advanced Level (Pearson Edexcel, UK – London A/L)
• International Advanced Level (Pearson Edexcel, UK)
• G.C.E Advanced Level (Cambridge International Examinations, UK).",Intermediate,"Rs.3,600,000.00",Colombo,"Pharmaceutical Scientist, Drug Development Specialist, Clinical Pharmacist, Pharmaceutical Quality Control/Assurance Officer, Regulatory Affairs Specialist, Medicinal Chemist, Research Scientist in Pharmaceutical and Biotech Companies, Employment in Government Regulatory Bodies.",BSc (Honours) in Pharmaceutical Science,https://www.nsbm.ac.lk/course/bsc-honours-in-pharmaceutical-science/
NSBM,Faculty of Science,English,Full Time,4 Years,"Three Passes in Biology or Agriculture streams in a single sitting, at one of the following examinations or equivalent foreign qualifications. Equivalent foreign qualification is defined as the minimum requirement for admission to the first year of a UGC recognized university in that country.

Eligible subjects in GCE A/L Biology streams – Biology, Chemistry, Physics
Eligible subjects in GCE A/L Agriculture streams – Biology, Chemistry, Agriculture

Additional requirements:
• G.C.E A/L General English – minimum “S” pass
• G.C.E A/L General Knowledge – minimum 30% marks

Acceptable examinations include:
• G.C.E Advanced Level (Sri Lanka)
• G.C.E Advanced Level (Pearson Edexcel, UK – London A/L)
• International Advanced Level (Pearson Edexcel, UK)
• G.C.E Advanced Level (Cambridge International Examinations, UK).",Intermediate,"Rs.3,600,000.00",Colombo,"Nutritionist, Clinical Nutrition Specialist, Public Health Nutritionist, Food Scientist, Nutraceutical Product Developer, Dietitian, Health Educator, Community Health Officer, Researcher in Nutrition and Health Sciences, Employment in Food and Pharmaceutical Industries, Public Health Services, Health Agencies, Research Institutes.",BSc (Hons) Nutrition and Health,https://www.nsbm.ac.lk/course/bsc-honours-in-nutrition-and-health-slqf-6/
IIT,School of Business,English,Full Time,4 Years,Successful completion of G.C.E. Advanced Level or equivalent foreign qualification. Specific subject requirements may apply.,Intermediate,,Colombo,"Administration, Research, Process and Operational Control, Accounting Analyst, Advertising Operations Specialist, Association Planner, Auditor, Bond Analyst, Brand Strategist, Business Analyst, Budget Analyst, Business Data Analyst, Business Operations Specialist, Business Systems Consultant, Audit, Investment Planning, Equity Research, Commercial, Supply Chain and Logistics Planning, Sales and Operations, Merchandising, Business Data Analytics, Entrepreneurship",BA (Hons) Business Management,https://www.iit.ac.lk/course/ba-business-management/
IIT,School of Business,English,Full Time,4 Years,Successful completion of G.C.E. Advanced Level or equivalent foreign qualification. Specific subject requirements may apply.,Intermediate,,Colombo,"Business Intelligence Analyst, Data Analyst, Operations Business Analyst, Financial Data Analyst, Consultant, Analytics/Innovation, Digital Marketing Analyst, Data Governance Specialist, Big Data Entrepreneur",BSc (Hons) Business Data Analytics,https://www.iit.ac.lk/course/bsc-business-data-analytics/
IIT,School of Business,English,Full Time,4 Years,Successful completion of G.C.E. Advanced Level or equivalent foreign qualification. Specific subject requirements may apply.,Intermediate,,Colombo,"Business Analyst, Systems Analyst, AI Prompt Engineer, Business Development Manager, Web Developer, Database Administrator (DBA), Project Manager, Business Project Manager, IT Consultant, Digital Marketing Analyst, Security Analyst, Information Security Officer (ISO)","
BSc (Hons) Business Computing",https://www.iit.ac.lk/course/bsc-business-computing/
IIT,School of Computing,English,Full Time,4 Years,Successful completion of G.C.E. Advanced Level or equivalent foreign qualification. Specific subject requirements may apply.,Intermediate,,Colombo,"Business Analyst, Systems Analyst, AI Prompt Engineer, Business Development Manager, Web Developer, Database Administrator (DBA), Project Manager, Business Project Manager, IT Consultant, Digital Marketing Analyst, Security Analyst, Information Security Officer (ISO)",BSc (Hons) Computer Science,https://www.iit.ac.lk/course/bsc-computer-science/
IIT,School of Computing,English,Full Time,4 Years,Successful completion of G.C.E. Advanced Level or equivalent foreign qualification. Specific subject requirements may apply.,Intermediate,,Colombo,"Data/Enterprise Architect, Data Scientist, Application Architect, 
Machine Learning Scientist/Engineer, Data Analyst, Data Science Analyst/Specialist, Data Science Consultant, Business Intelligence Engineer, Software Engineer, Big Data Engineer/Application Developer",BSc (Hons) Artificial Intelligence And Data Science,https://www.iit.ac.lk/course/bsc-artificial-intelligence-and-data-science/
IIT,School of Computing,English,Full Time,4 Years,Successful completion of G.C.E. Advanced Level or equivalent foreign qualification. Specific subject requirements may apply.,Intermediate,,Colombo,"Software Engineer, Web Application Programmer, Software Designer/Analyst, Website Designer/Programmer, Senior Team Leader",BEng (Hons) Software Engineering,https://www.iit.ac.lk/course/beng-software-engineering/
SLIIT,Faculty of Computing,English,Full Time,4 Years,Local A/Ls: Minimum of 3 “S” passes in the Physical Sciences stream or Engineering Technology stream in one sitting OR 3 “S” passes in any stream (other than Physical Science/Engineering Technology) with a “C” pass for O/L Mathematics and completing the IT Bridging Program. Cambridge/Edexcel A/Ls: Minimum 3 “D” passes in Mathematics-related subjects OR 3 “D” passes in any other subjects with a “C” pass for O/L Mathematics and completing the IT Bridging Program. Must meet minimum GPA at end of 2nd Year 1st Semester and pass the SLIIT Aptitude Test.,Intermediate,"Rs.2,800,000.00",Colombo,"Machine Learning Engineer, Data Scientist, AI/ML Developer, AI Product Manager, Robotics Engineer, Natural Language Processing (NLP) Engineer, AI Ethics Specialist, Computer Vision Engineer, AI Solutions Architect, Big Data Engineer, AI Trainer",BSc (Hons) in Information Technology - Artificial Intelligence,https://www.sliit.lk/computing/programmes/artificial-intelligence-degree/
SLIIT,Faculty of Computing,English,Full Time,4 Years,Local A/Ls: Minimum of 3 “S” passes in the Physical Sciences stream or Engineering Technology stream in one sitting OR 3 “S” passes in any stream (other than Physical Science/Engineering Technology) with a “C” pass for O/L Mathematics and completing the IT Bridging Program. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in Mathematics-related subjects OR 3 “D” passes in any other subjects with a “C” pass for O/L Mathematics and completing the IT Bridging Program. Must meet minimum GPA at end of 2nd Year 1st Semester and pass the SLIIT Aptitude Test.,Intermediate,"Rs.2,800,000.00",Colombo/Kandy/Matara/Kurunagala/Jaffna ,"Software Engineer, Business Analyst, Full Stack Developer, UX Engineer, Software Architect, Project Manager, Business Analytics, Android Developer, iOS Developer, Systems Analyst, Information Security Analyst, Software Quality Assurance",BSc (Hons) in Information Technology - Software Engineering,https://www.sliit.lk/computing/programs/software-engineering-degree/
SLIIT,Faculty of Computing,English,Full Time,4 Years,"Local A/Ls: Minimum of 3 “S” passes in Physical Science Stream (Combined Mathematics, Physics & Chemistry or ICT) AND pass the special aptitude test & interview conducted by the faculty. Cambridge/Edexcel A/Ls: Minimum of 3 “C” passes covering Mathematics, Physics & Chemistry or Computer Science/IT AND 
pass the special aptitude test & interview conducted by the faculty.",Intermediate,"Rs.2,880,000.00",Colombo,"Computer Scientists, High-Performance Computing Specialists, 
Computational Specialists, AI/ML Specialists, 
Software Engineers, Data Scientists, Academics, Network Engineer, Researchers",BSc (Hons) in Computer Science,https://www.sliit.lk/computing/programmes/computer-science-degree/
SLIIT,Faculty of Computing,English,Full Time,4 Years,"Local A/Ls: Minimum of 3 “S” passes in the Physical Sciences stream or Engineering Technology stream in one sitting, OR minimum of 3 “S” passes in any other stream in one sitting AND a “C” pass for O/L Mathematics AND completion of the IT Bridging Program conducted by SLIIT. Applicants who have followed ICT as a main subject for A/Ls AND obtained a “C” pass for O/L Mathematics are exempted from the IT Bridging Program. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in Mathematics-related subjects OR 3 “D” passes in any other subjects AND a “C” pass for O/L Mathematics AND completion of the IT Bridging Program. Applicants should also pass the SLIIT Aptitude Test.",Intermediate,"Rs.2,720,000.00",Colombo / Matara / Kandy / Kurunegala / Jaffna,"Application Engineer, Software Engineer, Software Quality Assurance Engineer, 
Web Developer, IT Educationist, DevOps Engineer, System and Database Administrator, Data Scientist, Network Engineer, IT Manager",BSc (Hons) in Information Technology - Information Technology,https://www.sliit.lk/computing/programs/information-technology-degree/
SLIIT,Faculty of Computing,English,Full Time,4 Years,"Local A/Ls: Minimum of 3 “S” passes in the Physical Sciences stream or Engineering Technology stream in one sitting, OR minimum of 3 “S” passes in any other stream in one sitting AND a “C” pass for O/L Mathematics AND completion of the IT Bridging Programme conducted by SLIIT. Applicants who have followed ICT as a main subject for A/Ls AND obtained a “C” pass for O/L Mathematics are exempted from the IT Bridging Program. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in Mathematics-related subjects OR 3 “D” passes in any other subjects 
AND a “C” pass for O/L Mathematics AND completion of the IT Bridging Program. Applicants should also pass the SLIIT Aptitude Test.",Intermediate,"Rs.2,720,000.00",Colombo / Matara / Kandy / Kurunegala / Jaffna,"Big Data Engineer, Data Analyst, Data Scientist, Business Intelligence Engineer, Software Engineer, Data Architect, 
Database Administrator, Business Analytics Consultant, Machine Learning Engineer, Big Data Application Developer, Data Science Specialist",BSc (Hons) in Information Technology - Data Science,https://www.sliit.lk/computing/programs/data-science-degree/
SLIIT,Faculty of Computing,English,Full Time,4 Years,"Local A/Ls: Minimum of 3 “S” passes in the Physical Sciences stream or Engineering Technology stream in one sitting, OR minimum of 3 “S” passes in any other stream in one sitting AND a “C” pass for O/L Mathematics AND completion of the IT Bridging Programme conducted by SLIIT. Applicants who have followed ICT as a main subject for A/Ls AND obtained a “C” pass for O/L Mathematics are exempted from the IT Bridging Program. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in Mathematics-related subjects OR 3 “D” passes in any other subjects AND a “C” pass for O/L Mathematics AND completion of the IT Bridging Program. Applicants should also pass the SLIIT Aptitude Test.",Intermediate,"Rs.2,720,000.00",Colombo / Matara / Kandy / Kurunegala / Jaffna,"Security Analyst, Security Engineer, Security Architect, Architect-Security, Forensics Investigator, Network Security Engineer, Information Assurance Engineer, IT Auditor, Security Administrator, 
Penetration and Vulnerability Tester, Secure Software Developer, Incident Responder",BSc (Hons) in Information Technology - Cyber Security,https://www.sliit.lk/computing/programs/cyber-security-degree/
